Gender,Marital Status,State or Province,Product Category
F,M,WA,Snack Foods
M,S,CA,Canned Anchovies
F,S,OR,Candy
F,M,WA,Hot Beverages
M,S,OR,Side Dishes
F,S,OR,Canned Clams
M,M,CA,Snack Foods
M,M,CA,Beer and Wine
M,S,WA,Baking Goods
F,M,WA,Breakfast Foods
F,S,WA,Plastic Products
F,S,CA,Vegetables
F,M,WA,Vegetables
M,M,OR,Snack Foods
F,M,CA,Vegetables
F,S,WA,Hot Beverages
M,S,WA,Snack Foods
F,M,WA,Vegetables
F,M,WA,Specialty
F,S,CA,Side Dishes
F,M,OR,Candy
M,S,OR,Hygiene
M,M,OR,Snack Foods
F,S,OR,Meat
F,M,OR,Pain Relievers
M,S,CA,Magazines
F,S,WA,Vegetables
M,M,OR,Meat
M,M,WA,Fruit
M,M,CA,Fruit
M,S,WA,Vegetables
F,S,WA,Jams and Jellies
F,S,WA,Bread
M,S,CA,Side Dishes
F,S,CA,Canned Soup
F,S,CA,Pure Juice Beverages
M,M,OR,Dairy
M,S,OR,Vegetables
M,M,OR,Breakfast Foods
M,M,CA,Pure Juice Beverages
F,S,WA,Jams and Jellies
F,M,OR,Jams and Jellies
F,S,WA,Vegetables
F,M,CA,Candy
M,S,OR,Electrical
F,S,CA,Vegetables
F,S,WA,Baking Goods
M,S,WA,Vegetables
M,M,OR,Baking Goods
M,S,WA,Baking Goods
M,M,WA,Kitchen Products
F,S,WA,Pain Relievers
F,S,WA,Candy
M,S,CA,Pain Relievers
F,S,CA,Plastic Products
F,S,WA,Vegetables
F,S,WA,Jams and Jellies
M,S,CA,Meat
M,S,OR,Snack Foods
F,S,WA,Fruit
M,S,CA,Fruit
M,M,OR,Plastic Products
M,S,OR,Snack Foods
M,M,CA,Vegetables
M,S,CA,Vegetables
F,S,CA,Specialty
M,M,OR,Vegetables
M,M,OR,Carbonated Beverages
M,S,CA,Side Dishes
F,S,WA,Snack Foods
F,S,CA,Bathroom Products
M,M,CA,Baking Goods
M,S,WA,Snack Foods
M,M,WA,Vegetables
M,M,CA,Candy
M,M,WA,Jams and Jellies
F,M,OR,Snack Foods
F,M,WA,Starchy Foods
M,S,WA,Frozen Desserts
M,M,CA,Snack Foods
F,M,OR,Vegetables
M,M,WA,Electrical
M,M,CA,Canned Tuna
F,M,WA,Breakfast Foods
M,S,CA,Starchy Foods
M,M,CA,Meat
M,S,OR,Carbonated Beverages
F,S,OR,Vegetables
F,M,CA,Hardware
F,M,WA,Fruit
M,S,OR,Meat
M,S,CA,Snack Foods
F,S,OR,Bread
F,S,CA,Side Dishes
F,S,CA,Hygiene
M,S,CA,Specialty
F,M,OR,Canned Tuna
M,M,OR,Starchy Foods
F,S,OR,Breakfast Foods
F,S,WA,Candy
M,S,OR,Breakfast Foods
F,S,WA,Fruit
F,S,OR,Breakfast Foods
F,S,CA,Snack Foods
M,M,CA,Dairy
M,M,OR,Fruit
M,M,OR,Specialty
F,S,OR,Jams and Jellies
F,S,OR,Snack Foods
F,M,WA,Beer and Wine
M,S,WA,Vegetables
F,S,WA,Cold Remedies
F,M,WA,Baking Goods
F,S,WA,Side Dishes
M,M,WA,Pure Juice Beverages
M,M,CA,Snack Foods
M,M,WA,Meat
M,S,CA,Snack Foods
F,M,WA,Carbonated Beverages
F,S,CA,Breakfast Foods
F,S,WA,Vegetables
F,M,WA,Candy
M,S,WA,Seafood
M,S,WA,Meat
M,S,OR,Carbonated Beverages
M,S,CA,Hygiene
F,S,WA,Beer and Wine
M,S,OR,Plastic Products
M,M,WA,Jams and Jellies
F,M,OR,Snack Foods
F,M,CA,Jams and Jellies
M,S,OR,Beer and Wine
M,M,CA,Bathroom Products
F,S,CA,Snack Foods
F,S,OR,Drinks
M,M,WA,Canned Soup
F,S,OR,Meat
F,M,WA,Snack Foods
M,M,WA,Fruit
M,S,OR,Snack Foods
F,M,OR,Starchy Foods
M,S,WA,Beer and Wine
F,S,OR,Frozen Desserts
M,S,WA,Baking Goods
F,M,WA,Pain Relievers
M,S,WA,Pure Juice Beverages
M,S,CA,Meat
F,S,WA,Hardware
F,M,WA,Jams and Jellies
F,M,CA,Starchy Foods
F,M,WA,Bathroom Products
M,S,WA,Candy
F,S,OR,Vegetables
M,M,OR,Vegetables
M,S,OR,Pure Juice Beverages
F,M,OR,Bread
M,S,CA,Jams and Jellies
M,S,WA,Cold Remedies
M,M,WA,Dairy
F,S,CA,Vegetables
F,S,CA,Breakfast Foods
F,M,OR,Vegetables
M,S,WA,Canned Clams
F,M,WA,Vegetables
F,M,WA,Miscellaneous
F,M,OR,Bread
M,M,WA,Breakfast Foods
F,M,WA,Carbonated Beverages
M,M,CA,Paper Products
M,S,WA,Bread
F,S,WA,Eggs
F,S,WA,Beer and Wine
M,S,OR,Snack Foods
F,S,CA,Bread
M,M,CA,Beer and Wine
F,M,WA,Hygiene
F,M,WA,Carbonated Beverages
F,S,CA,Cold Remedies
F,M,OR,Snack Foods
F,S,CA,Jams and Jellies
F,M,CA,Paper Products
F,S,WA,Jams and Jellies
M,S,CA,Candy
F,S,CA,Snack Foods
M,S,CA,Frozen Desserts
M,S,OR,Miscellaneous
F,S,CA,Vegetables
M,S,WA,Bread
M,S,CA,Electrical
M,S,OR,Snack Foods
F,M,OR,Electrical
M,M,WA,Bread
M,M,OR,Plastic Products
M,S,WA,Starchy Foods
F,M,WA,Pizza
F,M,WA,Snack Foods
F,S,WA,Vegetables
F,S,OR,Jams and Jellies
F,S,OR,Eggs
F,S,CA,Meat
F,S,OR,Snack Foods
F,M,CA,Snack Foods
F,M,WA,Vegetables
F,M,OR,Fruit
F,M,WA,Magazines
M,S,CA,Bread
F,M,WA,Vegetables
M,M,CA,Pizza
F,M,OR,Hygiene
M,M,CA,Eggs
M,S,WA,Paper Products
F,M,WA,Vegetables
M,M,WA,Canned Soup
F,M,WA,Drinks
F,S,CA,Dairy
F,M,OR,Bathroom Products
F,M,CA,Beer and Wine
M,S,WA,Canned Tuna
M,S,OR,Fruit
F,M,OR,Electrical
F,S,OR,Vegetables
F,S,WA,Vegetables
F,M,WA,Hot Beverages
M,S,OR,Snack Foods
F,S,WA,Candy
F,M,CA,Jams and Jellies
F,M,OR,Canned Anchovies
M,M,CA,Starchy Foods
F,S,WA,Seafood
M,M,WA,Vegetables
F,S,OR,Bread
M,M,CA,Dairy
F,S,OR,Drinks
F,M,OR,Frozen Entrees
F,M,OR,Jams and Jellies
M,M,OR,Eggs
F,S,CA,Seafood
F,S,CA,Vegetables
M,S,CA,Electrical
M,S,WA,Canned Oysters
F,S,CA,Seafood
M,M,WA,Jams and Jellies
F,S,WA,Bread
M,M,WA,Bathroom Products
F,S,WA,Magazines
M,M,WA,Meat
F,M,WA,Canned Soup
F,S,OR,Snack Foods
F,M,WA,Beer and Wine
M,M,WA,Candy
F,M,CA,Fruit
M,S,CA,Frozen Desserts
M,M,CA,Eggs
M,S,OR,Baking Goods
F,M,CA,Snack Foods
M,S,CA,Baking Goods
M,M,WA,Pizza
M,S,WA,Dairy
F,M,CA,Beer and Wine
F,M,WA,Plastic Products
M,M,WA,Fruit
M,S,WA,Vegetables
F,S,OR,Eggs
F,S,OR,Magazines
M,M,OR,Frozen Desserts
M,M,WA,Breakfast Foods
F,M,WA,Beer and Wine
M,S,CA,Canned Tuna
F,S,CA,Beer and Wine
M,S,OR,Paper Products
F,S,WA,Hot Beverages
F,S,CA,Jams and Jellies
F,S,WA,Fruit
M,M,WA,Snack Foods
M,M,WA,Dairy
M,S,WA,Canned Soup
F,S,WA,Magazines
F,M,WA,Cold Remedies
M,M,WA,Fruit
F,M,WA,Vegetables
F,M,OR,Candy
M,M,OR,Vegetables
M,S,OR,Jams and Jellies
F,S,OR,Canned Oysters
F,S,WA,Plastic Products
M,S,CA,Hardware
M,S,CA,Bathroom Products
M,M,CA,Canned Soup
M,M,CA,Hygiene
M,M,CA,Hot Beverages
F,M,WA,Fruit
F,S,WA,Baking Goods
M,S,WA,Drinks
F,S,WA,Vegetables
M,M,OR,Meat
F,S,OR,Dairy
M,M,OR,Cleaning Supplies
M,M,CA,Fruit
F,S,OR,Pizza
F,S,OR,Breakfast Foods
F,M,CA,Drinks
F,S,CA,Meat
M,S,CA,Eggs
M,S,CA,Baking Goods
M,M,CA,Jams and Jellies
M,M,OR,Candy
M,S,OR,Candy
F,S,CA,Snack Foods
F,M,WA,Baking Goods
M,M,WA,Snack Foods
M,S,OR,Hygiene
M,M,OR,Snack Foods
M,S,WA,Breakfast Foods
M,S,CA,Baking Goods
M,S,CA,Meat
M,M,WA,Dairy
M,S,OR,Decongestants
F,S,OR,Pure Juice Beverages
M,S,WA,Vegetables
M,S,WA,Vegetables
F,M,WA,Dairy
F,S,CA,Bread
M,M,OR,Dairy
M,M,OR,Snack Foods
M,S,WA,Meat
F,S,WA,Meat
M,M,WA,Canned Tuna
F,M,WA,Frozen Entrees
F,M,WA,Vegetables
F,M,CA,Side Dishes
F,M,CA,Dairy
M,M,WA,Dairy
M,M,CA,Snack Foods
M,S,WA,Paper Products
F,M,WA,Vegetables
F,M,WA,Snack Foods
M,M,WA,Fruit
F,M,WA,Paper Products
M,M,OR,Plastic Products
F,S,CA,Canned Soup
F,S,WA,Meat
F,S,WA,Snack Foods
F,S,WA,Meat
F,S,OR,Vegetables
M,S,WA,Vegetables
F,S,OR,Canned Shrimp
M,M,WA,Pizza
F,M,OR,Carbonated Beverages
M,S,WA,Dairy
M,S,CA,Eggs
M,S,WA,Miscellaneous
F,M,WA,Vegetables
F,S,WA,Canned Soup
F,S,WA,Breakfast Foods
M,M,WA,Snack Foods
F,S,CA,Fruit
F,S,OR,Frozen Entrees
F,M,WA,Bathroom Products
F,S,WA,Vegetables
F,M,OR,Vegetables
M,S,CA,Canned Sardines
F,M,WA,Breakfast Foods
M,M,WA,Jams and Jellies
M,S,OR,Bread
F,M,WA,Electrical
M,S,CA,Snack Foods
M,M,CA,Dairy
F,M,CA,Fruit
F,S,CA,Beer and Wine
F,S,OR,Plastic Products
F,M,OR,Breakfast Foods
M,M,OR,Jams and Jellies
F,S,WA,Breakfast Foods
M,S,CA,Jams and Jellies
F,M,OR,Snack Foods
F,S,OR,Jams and Jellies
M,S,CA,Bathroom Products
F,M,CA,Meat
F,M,WA,Electrical
F,S,WA,Eggs
M,M,WA,Vegetables
F,M,OR,Paper Products
M,S,WA,Frozen Desserts
F,M,OR,Vegetables
M,S,CA,Snack Foods
F,S,CA,Eggs
M,S,OR,Vegetables
M,M,CA,Vegetables
M,S,CA,Hygiene
M,M,WA,Snack Foods
F,S,CA,Fruit
F,M,OR,Fruit
M,M,CA,Hardware
M,S,OR,Snack Foods
F,S,WA,Baking Goods
F,S,WA,Fruit
M,S,CA,Pure Juice Beverages
F,S,OR,Breakfast Foods
M,M,WA,Snack Foods
M,S,WA,Breakfast Foods
F,M,OR,Bread
F,S,CA,Cold Remedies
F,S,CA,Vegetables
M,S,CA,Baking Goods
F,S,OR,Bathroom Products
M,S,OR,Snack Foods
F,S,OR,Jams and Jellies
F,S,OR,Electrical
M,S,WA,Vegetables
M,M,WA,Specialty
M,M,OR,Baking Goods
F,S,WA,Cold Remedies
F,M,WA,Snack Foods
M,S,WA,Kitchen Products
M,S,CA,Electrical
F,M,CA,Snack Foods
M,S,CA,Vegetables
M,S,WA,Jams and Jellies
F,M,WA,Breakfast Foods
M,S,OR,Breakfast Foods
F,S,CA,Snack Foods
F,M,OR,Fruit
F,M,CA,Snack Foods
F,M,WA,Hardware
F,S,WA,Vegetables
F,M,WA,Jams and Jellies
F,S,CA,Vegetables
M,S,WA,Hygiene
F,S,OR,Pure Juice Beverages
M,S,WA,Vegetables
F,S,CA,Snack Foods
F,M,CA,Bread
M,M,WA,Fruit
F,S,CA,Hygiene
F,M,OR,Miscellaneous
F,M,CA,Electrical
M,S,CA,Fruit
F,S,OR,Kitchen Products
F,S,WA,Fruit
F,M,OR,Specialty
M,S,CA,Frozen Desserts
M,S,CA,Meat
M,M,WA,Candy
M,M,CA,Vegetables
F,S,OR,Vegetables
M,S,CA,Beer and Wine
M,M,OR,Vegetables
M,M,WA,Vegetables
F,S,WA,Frozen Entrees
M,S,CA,Pure Juice Beverages
M,M,CA,Vegetables
F,M,OR,Candy
M,M,OR,Meat
M,M,OR,Paper Products
F,S,CA,Starchy Foods
F,S,WA,Vegetables
F,M,CA,Dairy
M,S,WA,Side Dishes
M,S,CA,Side Dishes
F,S,WA,Dairy
M,S,OR,Vegetables
M,S,WA,Beer and Wine
M,S,WA,Starchy Foods
F,S,OR,Paper Products
F,M,WA,Breakfast Foods
F,S,OR,Candy
F,S,CA,Breakfast Foods
M,M,WA,Snack Foods
M,S,WA,Seafood
F,M,CA,Kitchen Products
M,S,WA,Meat
M,M,WA,Bread
F,S,OR,Specialty
F,S,CA,Vegetables
M,M,CA,Baking Goods
F,S,OR,Paper Products
F,M,CA,Magazines
M,S,CA,Fruit
F,S,WA,Jams and Jellies
M,M,WA,Eggs
M,S,CA,Electrical
F,M,OR,Kitchen Products
F,M,WA,Pure Juice Beverages
F,M,WA,Pain Relievers
F,M,CA,Hot Beverages
M,M,WA,Starchy Foods
F,S,WA,Canned Soup
F,S,WA,Snack Foods
F,S,CA,Beer and Wine
M,S,OR,Frozen Entrees
M,S,CA,Candy
M,M,WA,Frozen Entrees
F,S,WA,Snack Foods
M,M,WA,Breakfast Foods
F,M,WA,Pain Relievers
M,M,OR,Hardware
F,S,CA,Candy
F,S,CA,Meat
M,M,WA,Cold Remedies
F,M,CA,Breakfast Foods
F,S,WA,Miscellaneous
F,S,CA,Breakfast Foods
M,S,CA,Meat
M,S,WA,Snack Foods
M,S,WA,Starchy Foods
F,S,OR,Hardware
M,S,WA,Snack Foods
M,S,WA,Bread
F,M,CA,Meat
M,S,WA,Vegetables
F,M,WA,Vegetables
F,S,CA,Breakfast Foods
F,S,CA,Frozen Desserts
M,M,CA,Dairy
F,S,WA,Fruit
M,M,CA,Starchy Foods
M,M,CA,Meat
M,M,WA,Hygiene
F,S,CA,Baking Goods
F,S,OR,Bread
F,S,OR,Specialty
F,S,CA,Paper Products
M,M,OR,Beer and Wine
M,S,WA,Snack Foods
F,M,CA,Dairy
M,M,OR,Snack Foods
M,S,WA,Dairy
F,S,WA,Starchy Foods
F,S,OR,Candy
F,S,CA,Vegetables
F,M,WA,Beer and Wine
M,S,OR,Baking Goods
F,S,OR,Beer and Wine
F,M,OR,Vegetables
F,S,OR,Fruit
M,S,OR,Eggs
M,M,OR,Hot Beverages
M,M,WA,Fruit
M,S,WA,Meat
M,M,CA,Hot Beverages
M,S,CA,Fruit
M,S,WA,Snack Foods
F,M,WA,Magazines
F,M,OR,Baking Goods
M,S,WA,Snack Foods
M,M,WA,Seafood
F,S,CA,Meat
M,M,WA,Meat
F,S,WA,Snack Foods
M,M,CA,Bread
F,S,CA,Vegetables
M,S,CA,Dairy
M,S,OR,Fruit
F,S,OR,Decongestants
F,M,OR,Snack Foods
F,S,OR,Fruit
F,M,CA,Side Dishes
M,S,WA,Paper Products
F,M,CA,Baking Goods
F,S,WA,Vegetables
M,M,WA,Drinks
F,M,WA,Vegetables
F,M,OR,Canned Tuna
F,S,OR,Meat
F,M,CA,Snack Foods
M,M,CA,Hygiene
F,S,CA,Decongestants
M,M,CA,Vegetables
M,S,WA,Canned Soup
M,M,WA,Side Dishes
F,S,WA,Snack Foods
F,M,CA,Snack Foods
F,M,OR,Jams and Jellies
M,S,OR,Cold Remedies
F,M,OR,Decongestants
F,M,CA,Vegetables
F,M,WA,Bread
F,M,CA,Electrical
F,M,CA,Snack Foods
F,S,WA,Fruit
F,S,CA,Bread
M,S,CA,Dairy
F,M,CA,Cleaning Supplies
M,S,WA,Fruit
M,S,OR,Canned Soup
M,M,WA,Bathroom Products
F,S,WA,Snack Foods
F,S,CA,Snack Foods
M,M,WA,Fruit
M,S,WA,Fruit
M,S,CA,Bathroom Products
F,M,CA,Fruit
M,S,WA,Bathroom Products
F,M,CA,Hot Beverages
M,S,CA,Vegetables
F,M,WA,Kitchen Products
F,S,CA,Canned Tuna
F,S,CA,Bread
M,S,CA,Carbonated Beverages
F,M,OR,Jams and Jellies
F,S,CA,Jams and Jellies
F,S,CA,Snack Foods
M,S,OR,Electrical
M,S,CA,Snack Foods
F,M,OR,Vegetables
M,M,WA,Paper Products
F,M,OR,Beer and Wine
M,M,WA,Hardware
M,S,WA,Snack Foods
F,S,WA,Vegetables
M,S,OR,Paper Products
F,S,OR,Bathroom Products
M,S,CA,Meat
F,M,WA,Baking Goods
M,M,OR,Vegetables
M,M,OR,Vegetables
F,M,CA,Dairy
F,S,CA,Miscellaneous
F,S,CA,Fruit
F,S,OR,Decongestants
F,S,CA,Jams and Jellies
M,S,WA,Vegetables
M,S,CA,Magazines
F,M,WA,Bread
F,S,OR,Vegetables
M,S,OR,Jams and Jellies
M,S,OR,Hygiene
F,M,OR,Jams and Jellies
F,M,CA,Breakfast Foods
F,M,OR,Bathroom Products
M,S,WA,Specialty
M,M,OR,Hot Beverages
M,S,OR,Dairy
F,M,WA,Magazines
M,M,OR,Candy
M,S,OR,Snack Foods
M,S,WA,Kitchen Products
F,M,WA,Paper Products
M,S,WA,Bathroom Products
M,S,CA,Vegetables
M,S,CA,Beer and Wine
F,S,OR,Fruit
F,S,WA,Cold Remedies
M,M,CA,Kitchen Products
M,M,OR,Decongestants
M,M,OR,Bread
M,S,CA,Magazines
F,M,WA,Cleaning Supplies
M,M,CA,Vegetables
F,M,WA,Fruit
F,M,WA,Bread
F,S,WA,Side Dishes
M,S,CA,Starchy Foods
F,M,OR,Kitchen Products
F,S,OR,Snack Foods
M,M,WA,Vegetables
M,M,WA,Canned Soup
M,M,WA,Kitchen Products
F,M,OR,Seafood
M,S,CA,Magazines
F,M,CA,Bread
M,M,OR,Fruit
F,S,OR,Hygiene
M,S,WA,Frozen Entrees
F,M,WA,Dairy
M,S,CA,Vegetables
F,M,CA,Hardware
M,S,WA,Vegetables
M,M,WA,Vegetables
F,S,CA,Side Dishes
F,S,CA,Vegetables
F,M,CA,Paper Products
F,M,OR,Jams and Jellies
M,S,CA,Dairy
F,M,WA,Beer and Wine
M,S,WA,Bathroom Products
M,S,OR,Beer and Wine
M,S,CA,Fruit
F,M,OR,Kitchen Products
M,M,CA,Pain Relievers
F,M,CA,Jams and Jellies
F,S,WA,Bathroom Products
F,M,WA,Side Dishes
M,M,WA,Fruit
F,M,WA,Carbonated Beverages
F,S,CA,Vegetables
F,S,OR,Canned Soup
F,S,CA,Vegetables
M,M,CA,Cold Remedies
F,S,CA,Cleaning Supplies
M,M,WA,Bread
F,M,CA,Specialty
M,M,CA,Drinks
M,S,WA,Baking Goods
F,S,WA,Dairy
F,S,OR,Vegetables
M,S,WA,Fruit
M,S,WA,Canned Soup
M,S,WA,Pizza
F,M,CA,Frozen Desserts
M,M,WA,Hot Beverages
M,S,WA,Snack Foods
M,M,OR,Hygiene
M,M,OR,Vegetables
M,M,CA,Fruit
M,S,OR,Pure Juice Beverages
F,M,WA,Packaged Vegetables
F,S,CA,Seafood
F,S,CA,Frozen Desserts
M,M,WA,Snack Foods
F,S,OR,Canned Soup
M,S,OR,Canned Soup
M,M,OR,Vegetables
F,M,WA,Meat
M,M,WA,Drinks
F,S,WA,Baking Goods
F,S,CA,Kitchen Products
F,M,WA,Vegetables
F,M,WA,Dairy
M,S,CA,Canned Soup
F,S,WA,Fruit
M,S,OR,Vegetables
F,S,WA,Fruit
M,M,WA,Jams and Jellies
F,M,CA,Canned Tuna
M,M,CA,Fruit
M,M,WA,Vegetables
M,S,OR,Dairy
M,S,CA,Drinks
M,M,CA,Kitchen Products
M,S,WA,Bathroom Products
M,S,CA,Kitchen Products
F,S,WA,Side Dishes
F,M,OR,Vegetables
F,M,WA,Vegetables
F,M,CA,Dairy
M,S,CA,Vegetables
F,S,WA,Bathroom Products
M,S,OR,Breakfast Foods
M,M,WA,Jams and Jellies
F,M,WA,Frozen Desserts
F,S,WA,Packaged Vegetables
F,S,OR,Starchy Foods
F,S,OR,Vegetables
F,M,WA,Beer and Wine
F,S,OR,Fruit
M,S,WA,Bathroom Products
F,S,CA,Breakfast Foods
F,M,WA,Candy
F,S,WA,Snack Foods
F,M,WA,Dairy
F,M,OR,Vegetables
M,S,OR,Beer and Wine
F,S,CA,Snack Foods
M,M,CA,Snack Foods
M,M,CA,Hot Beverages
M,S,WA,Frozen Desserts
F,S,WA,Plastic Products
F,S,WA,Electrical
M,S,OR,Plastic Products
M,S,CA,Candy
M,S,CA,Vegetables
M,S,OR,Starchy Foods
M,S,WA,Side Dishes
M,S,WA,Jams and Jellies
M,M,OR,Breakfast Foods
M,M,OR,Bread
F,S,OR,Meat
F,M,WA,Breakfast Foods
M,M,WA,Meat
F,M,WA,Starchy Foods
M,S,WA,Vegetables
M,M,CA,Fruit
F,M,WA,Meat
M,M,WA,Baking Goods
M,S,CA,Jams and Jellies
F,M,CA,Breakfast Foods
F,S,CA,Snack Foods
F,S,CA,Cleaning Supplies
M,S,WA,Canned Soup
M,S,CA,Canned Clams
M,M,OR,Vegetables
F,S,CA,Kitchen Products
F,M,CA,Bread
M,M,WA,Beer and Wine
F,M,WA,Vegetables
F,S,OR,Dairy
F,S,OR,Dairy
M,M,OR,Snack Foods
F,M,OR,Snack Foods
F,S,WA,Drinks
M,M,OR,Starchy Foods
F,S,OR,Baking Goods
F,M,WA,Seafood
M,S,WA,Vegetables
F,M,OR,Vegetables
F,M,WA,Side Dishes
M,M,OR,Baking Goods
M,S,WA,Snack Foods
F,S,WA,Dairy
M,M,OR,Jams and Jellies
M,M,CA,Frozen Desserts
F,M,CA,Snack Foods
F,S,WA,Vegetables
M,S,WA,Vegetables
M,S,WA,Frozen Desserts
M,S,WA,Snack Foods
F,S,WA,Candy
M,S,OR,Specialty
M,S,CA,Baking Goods
M,M,CA,Beer and Wine
M,S,WA,Jams and Jellies
M,M,WA,Dairy
F,M,CA,Jams and Jellies
F,M,OR,Baking Goods
M,M,WA,Bathroom Products
F,S,WA,Breakfast Foods
F,M,OR,Vegetables
F,M,WA,Seafood
M,M,CA,Meat
M,S,OR,Jams and Jellies
F,M,WA,Candy
F,S,OR,Frozen Entrees
F,S,OR,Vegetables
M,M,WA,Breakfast Foods
F,M,WA,Fruit
M,M,WA,Bathroom Products
M,S,OR,Vegetables
M,M,OR,Snack Foods
F,M,WA,Vegetables
F,M,OR,Beer and Wine
M,S,OR,Dairy
M,M,OR,Snack Foods
F,M,CA,Canned Shrimp
M,S,CA,Kitchen Products
M,S,OR,Magazines
M,S,OR,Canned Soup
F,M,CA,Vegetables
F,M,WA,Snack Foods
F,M,WA,Breakfast Foods
F,S,OR,Pain Relievers
M,S,CA,Frozen Desserts
F,M,WA,Meat
F,M,CA,Dairy
M,M,CA,Fruit
F,M,CA,Beer and Wine
F,S,WA,Fruit
M,M,OR,Canned Anchovies
M,S,CA,Magazines
M,M,CA,Meat
M,M,WA,Bread
M,M,WA,Jams and Jellies
F,S,OR,Pure Juice Beverages
F,S,CA,Vegetables
M,M,WA,Bread
F,M,WA,Baking Goods
M,M,CA,Frozen Desserts
M,M,OR,Snack Foods
F,S,CA,Jams and Jellies
F,S,CA,Electrical
M,M,CA,Snack Foods
M,S,WA,Fruit
F,M,WA,Dairy
M,S,CA,Snack Foods
F,M,CA,Paper Products
F,S,WA,Vegetables
F,M,WA,Snack Foods
F,S,WA,Breakfast Foods
M,M,WA,Dairy
F,S,OR,Canned Tuna
F,M,OR,Vegetables
F,M,CA,Fruit
M,S,WA,Pain Relievers
M,S,WA,Dairy
M,M,OR,Eggs
M,S,WA,Breakfast Foods
M,M,WA,Snack Foods
M,M,CA,Bathroom Products
M,S,OR,Meat
F,S,OR,Fruit
M,S,OR,Vegetables
F,M,WA,Canned Soup
M,S,CA,Snack Foods
M,S,CA,Snack Foods
F,M,WA,Vegetables
F,M,WA,Hot Beverages
F,M,WA,Frozen Desserts
F,S,WA,Vegetables
M,M,CA,Vegetables
M,M,WA,Dairy
F,M,CA,Specialty
F,S,WA,Vegetables
F,S,WA,Electrical
F,S,WA,Meat
F,M,WA,Canned Soup
M,M,OR,Pure Juice Beverages
F,S,OR,Hot Beverages
M,S,OR,Hot Beverages
F,S,CA,Fruit
M,M,CA,Magazines
F,S,WA,Beer and Wine
F,M,CA,Beer and Wine
M,S,CA,Snack Foods
F,M,WA,Hardware
M,S,WA,Jams and Jellies
F,S,WA,Vegetables
M,M,CA,Frozen Desserts
F,S,OR,Bread
F,M,WA,Pure Juice Beverages
F,M,CA,Hot Beverages
F,M,WA,Frozen Desserts
M,S,OR,Hygiene
M,S,OR,Eggs
M,M,CA,Side Dishes
F,S,OR,Vegetables
M,M,CA,Plastic Products
M,M,WA,Snack Foods
F,S,OR,Dairy
M,M,OR,Snack Foods
M,M,WA,Fruit
F,M,OR,Electrical
M,S,WA,Candy
M,S,CA,Paper Products
M,S,CA,Eggs
F,M,CA,Dairy
M,M,CA,Eggs
F,M,WA,Magazines
F,S,CA,Snack Foods
F,S,CA,Candy
M,M,WA,Packaged Vegetables
F,S,WA,Breakfast Foods
F,M,OR,Magazines
M,M,OR,Vegetables
F,S,CA,Fruit
F,S,OR,Fruit
M,M,OR,Specialty
M,S,CA,Canned Tuna
M,M,WA,Vegetables
M,S,WA,Canned Tuna
M,M,WA,Bathroom Products
F,S,CA,Meat
M,S,CA,Vegetables
F,S,OR,Fruit
M,S,OR,Canned Soup
F,S,WA,Fruit
M,M,WA,Paper Products
F,M,CA,Snack Foods
F,M,CA,Canned Clams
F,M,WA,Meat
M,S,OR,Fruit
F,M,CA,Vegetables
F,S,CA,Specialty
M,M,CA,Vegetables
F,M,WA,Snack Foods
F,S,OR,Fruit
F,M,WA,Hot Beverages
M,M,WA,Meat
F,M,CA,Baking Goods
F,S,WA,Meat
M,S,WA,Specialty
M,S,CA,Meat
F,M,WA,Jams and Jellies
M,M,WA,Meat
F,S,CA,Frozen Desserts
F,M,CA,Vegetables
F,M,WA,Cleaning Supplies
M,S,CA,Magazines
M,M,WA,Fruit
M,M,CA,Meat
F,M,OR,Canned Soup
M,S,CA,Meat
F,S,OR,Vegetables
F,S,CA,Fruit
M,S,CA,Cleaning Supplies
M,M,CA,Bread
F,S,CA,Pure Juice Beverages
F,M,CA,Pain Relievers
F,M,WA,Hygiene
F,M,WA,Hygiene
F,S,WA,Starchy Foods
F,M,WA,Frozen Desserts
F,S,WA,Bread
M,S,WA,Snack Foods
M,M,CA,Vegetables
F,M,WA,Breakfast Foods
F,S,CA,Vegetables
F,S,CA,Pain Relievers
F,M,OR,Paper Products
M,M,WA,Decongestants
F,S,WA,Pain Relievers
M,S,WA,Side Dishes
M,M,CA,Dairy
F,M,CA,Fruit
M,S,OR,Pure Juice Beverages
M,M,WA,Baking Goods
M,M,WA,Hot Beverages
M,M,CA,Fruit
M,S,CA,Eggs
M,M,WA,Meat
F,M,WA,Canned Soup
F,S,CA,Snack Foods
F,S,WA,Jams and Jellies
M,M,OR,Hygiene
M,S,CA,Pizza
M,M,WA,Jams and Jellies
M,M,OR,Bread
F,S,WA,Jams and Jellies
M,S,CA,Dairy
M,S,WA,Carbonated Beverages
M,M,WA,Beer and Wine
F,S,WA,Pure Juice Beverages
F,M,WA,Hygiene
F,S,OR,Snack Foods
M,S,OR,Cleaning Supplies
F,M,WA,Hot Beverages
F,M,WA,Eggs
M,M,WA,Starchy Foods
F,M,WA,Hardware
M,S,CA,Baking Goods
F,S,WA,Paper Products
F,M,WA,Pain Relievers
F,M,OR,Snack Foods
M,M,OR,Snack Foods
F,S,OR,Snack Foods
F,S,OR,Beer and Wine
F,M,OR,Snack Foods
F,M,WA,Canned Tuna
M,M,WA,Hygiene
